accountingYearMonthNumber|symbolCode|issueName|issuerServicesGroupExchangeCode|marketClassCode|currentShortPositionQuantity|previousShortPositionQuantity|stockSplitFlag|averageDailyVolumeQuantity|daysToCoverQuantity|revisionFlag|changePercent|changePreviousNumber|settlementDate
20210615|A|Agilent Technologies Inc.|A|NYSE|2556898|2532112||1198057|2.13|R|0.98|24786|2021-06-15
20210615|AA|Alcoa Corporation|A|NYSE|10000722|9520100||5371918|1.86|R|5.05|480622|2021-06-15
20210615|AAA|AAF First Priority CLO Bond ET|E|ARCA|2403|2944||1080|2.23||-18.38|-541|2021-06-15
20210615|AAALF|Aareal Bank AG AKT|S|OTC|278834|346417||0|999.99||-19.51|-67583|2021-06-15
20210615|AAALY|Aareal Bank AG Unsponsored Ame|S|OTC|3|3||0|999.99||0.00|0|2021-06-15
20210615|AAAU|Goldman Sachs Physical Gold ET|E|ARCA|461802|237672||360237|1.28|R|94.30|224130|2021-06-15
20210615|AABB|Asia Broadband Inc Common Stoc|S|OTC|22814|12535||37603001|1.00||82.00|10279|2021-06-15
20210615|AABVF|Aberdeen International Inc Ord|S|OTC|17873|0||28921|1.00||100.00|17873|2021-06-15
20210615|AAC|Ares Acquisition Corporation|A|NYSE|99741|71715||456777|1.00|R|39.08|28026|2021-06-15
20210615|AACAF|AAC Technologies Holdings Inc|S|OTC|2980944|3407427||0|999.99|R|-12.52|-426483|2021-06-15
20210615|AACAY|AAC Technologies Holdings Inc|S|OTC|8477|8602||78596|1.00||-1.45|-125|2021-06-15
20210615|AACG|ATA Creativity Global American|R|NNM|14408|12350||134429|1.00|R|16.66|2058|2021-06-15
20210615|AACMZ|Asia Cement Corp Global Deposi|S|OTC|4965|4965||0|999.99||0.00|0|2021-06-15
20210615|AACQ|Artius Acquisition Inc. Class|R|SC|1301840|1047416||2014856|1.00|R|24.29|254424|2021-06-15
20210615|AACQU|Artius Acquisition Inc. Unit|R|SC|65|0||6564|1.00||100.00|65|2021-06-15
20210615|AACQW|Artius Acquisition Inc Warrant|R|SC|18103|70508||161698|1.00||-74.32|-52405|2021-06-15
20210615|AACS|American Commerce Solutions, I|S|OTC|10387|0||438746|1.00||100.00|10387|2021-06-15
20210615|AACTF|AURORA SOLAR TECHNOLOGIES INC|S|OTC|0|0||122565|0.00|R|100.00|0|2021-06-15
20210615|AACU|Ares Acquisition Corporation U|A|NYSE|196400|4306||167021|1.18|R|4461.08|192094|2021-06-15
20210615|AACWS|Ares Acquisition Corporation R|A|NYSE|12204|14736||47664|1.00||-17.18|-2532|2021-06-15
20210615|AADR|AdvisorShares Dorsey Wright AD|R|NNM|541|364||1291|1.00||48.63|177|2021-06-15
20210615|AAGC|All American Gold Corp. Common|S|OTC|72016|4250||199067275|1.00||1594.49|67766|2021-06-15
20210615|AAGFF|Aftermath Silver Ltd Ordinary|S|OTC|14148|106275||629760|1.00||-86.69|-92127|2021-06-15
20210615|AAGH|America Great Health Common St|S|OTC|15989|6785||98558|1.00||135.65|9204|2021-06-15
20210615|AAGIY|AIA Group, Ltd. Sponsored Amer|S|OTC|556233|536905||447953|1.24|R|3.60|19328|2021-06-15
20210615|AAGRY|Astra Agro Lestari TBK PT Unsp|S|OTC|32|32||270|1.00||0.00|0|2021-06-15
20210615|AAHIF|Asahi Co Ltd Osaka Ordinary Sh|S|OTC|843|8743||0|999.99||-90.36|-7900|2021-06-15
